,type,row_count,column_count,thread_count,iteration_count,func,time,max_time,min_time
812,openmp,1,100000,1,5,1.0,275.738,358.001358641,263.775982623
813,cilk,1,100000,1,5,1.0,133.399,173.197104648,127.611908065
814,cilk,1,100000,8,5,1.0,71.506,92.8390180206,68.4039392955
815,cilk,1,100000,16,5,1.0,42.771,55.5312510805,40.9155160071
816,cilk,1,100000,48,5,1.0,26.623,34.5656752827,25.4680457005
817,sequential,1,100000,1,5,2.0,1948.739,2530.123558,1864.19914775
818,pthread,1,100000,1,5,2.0,1959.725,2544.38710864,1874.70855503
819,pthread,1,100000,8,5,2.0,424.649,551.338295576,406.226951835
820,pthread,1,100000,16,5,2.0,434.091,563.597211025,415.259340653
821,pthread,1,100000,48,5,2.0,261.57,339.606493772,250.222616305
822,openmp,1,100000,1,5,2.0,669.935,869.802639466,640.871997761
823,cilk,1,100000,1,5,2.0,3003.923,3900.10994224,2873.60734121
824,cilk,1,100000,8,5,2.0,1108.359,1439.02555274,1060.27636497
825,cilk,1,100000,16,5,2.0,631.191,819.499798946,603.808783149
826,cilk,1,100000,48,5,2.0,311.658,404.63769024,298.137707506
827,mpi,1,100000,1,1,1.0,18.161,23.5791319088,17.3731426949
828,mpi,1,100000,8,1,1.0,19.77,25.6681591233,18.9123413402
829,mpi,1,100000,16,1,1.0,20.463,26.5679079484,19.5752777362
830,mpi,1,100000,34,1,1.0,57.849,75.1076043056,55.3394048654
831,mpi,1,100000,1,1,2.0,323.942,420.586484709,309.888805181
832,mpi,1,100000,8,1,2.0,52.706,68.4302475847,50.419517586
833,mpi,1,100000,16,1,2.0,30.303,39.3435622616,28.9884005884
834,mpi,1,100000,34,1,2.0,86.238,111.966146003,82.4968382648
835,mpi,1,100000,1,5,1.0,89.63,116.370111392,85.7416871179
836,mpi,1,100000,8,5,1.0,40.67,52.8034411504,38.9056612193
837,mpi,1,100000,16,5,1.0,46.457,60.3169280925,44.441610604
838,mpi,1,100000,34,5,1.0,90.887,118.00212333,86.9441561652
839,mpi,1,100000,1,5,2.0,1614.782,2096.53420968,1544.72981153
840,mpi,1,100000,8,5,2.0,236.869,307.536225765,226.593190739
841,mpi,1,100000,16,5,2.0,124.452,161.58086693,119.053045244
842,mpi,1,100000,34,5,2.0,127.309,165.290221033,121.786103373
843,mpi,100000,1,1,1,1.0,13.263,17.219868207,12.6876268687
844,mpi,100000,1,1,1,1.0,43.922,57.0256391002,42.0165835278
845,mpi,100000,1,1,1,1.0,56.392,73.2159245968,53.9456121829
846,mpi,100000,1,1,1,1.0,96.758,125.624670736,92.5604614767
847,mpi,100000,1,1,1,2.0,317.741,412.535485482,303.956815871
848,mpi,100000,1,1,1,2.0,348.341,452.264654383,333.229332058
849,mpi,100000,1,1,1,2.0,350.983,455.694865633,335.756717279
850,mpi,100000,1,1,1,2.0,398.478,517.359469455,381.19129755
851,mpi,100000,1,1,5,1.0,57.188,74.2494023238,54.707080251
852,mpi,100000,1,1,5,1.0,86.994,112.947690175,83.2200416059
853,mpi,100000,1,1,5,1.0,89.121,115.709256916,85.2547684663
854,mpi,100000,1,1,5,1.0,150.503,195.403892389,143.973905348
855,mpi,100000,1,1,5,2.0,1584.591,2057.33606137,1515.84855218
856,mpi,100000,1,1,5,2.0,1614.914,2096.70559041,1544.85608513
857,mpi,100000,1,1,5,2.0,1618.219,2100.99660032,1548.0177082
858,mpi,100000,1,1,5,2.0,1669.007,2166.93663398,1596.60243213
859,sequential,1,1000000,1,1,1.0,212.303,275.641233503,203.092908627
860,pthread,1,1000000,1,1,1.0,230.074,298.714013259,220.092970233
861,pthread,1,1000000,8,1,1.0,57.992,75.2932667615,55.4762012646
862,pthread,1,1000000,16,1,1.0,58.67,76.1735405039,56.1247883879
863,pthread,1,1000000,48,1,1.0,65.34,84.8334606532,62.505431622
864,openmp,1,1000000,1,1,1.0,133.049,172.742686049,127.277091703
865,cilk,1,1000000,1,1,1.0,229.974,298.584179373,219.997308415
866,cilk,1,1000000,8,1,1.0,176.231,228.807554398,168.585777781
867,cilk,1,1000000,16,1,1.0,135.524,175.95607471,129.644721689
868,cilk,1,1000000,48,1,1.0,69.126,89.7489715505,66.1271880365
869,sequential,1,1000000,1,1,2.0,3900.36,5063.98892858,3731.15526908
870,pthread,1,1000000,1,1,2.0,3913.389,5080.90498549,3743.61904729
871,pthread,1,1000000,8,1,2.0,516.441,670.515415568,494.036847449
872,pthread,1,1000000,16,1,2.0,367.848,477.591350388,351.890082818
873,pthread,1,1000000,48,1,2.0,319.383,414.667357879,305.527582916
874,openmp,1,1000000,1,1,2.0,354.173,459.836566574,338.80832926
875,cilk,1,1000000,1,1,2.0,5766.878,7487.36176775,5516.70031377
876,cilk,1,1000000,8,1,2.0,999.87,1298.17006892,956.493815671
877,cilk,1,1000000,16,1,2.0,791.248,1027.30802074,756.92221855
878,cilk,1,1000000,48,1,2.0,358.075,464.902684778,342.541053383
879,sequential,1,1000000,1,5,1.0,1055.742,1370.71085731,1009.9419864
880,pthread,1,1000000,1,5,1.0,1123.496,1458.67850796,1074.7566943
881,pthread,1,1000000,8,5,1.0,214.59,278.610534459,205.280694395
882,pthread,1,1000000,16,5,1.0,169.357,219.882773123,162.009984439
883,pthread,1,1000000,48,5,1.0,145.025,188.291592152,138.733550979
884,openmp,1,1000000,1,5,1.0,488.242,633.903558253,467.061171503
885,cilk,1,1000000,1,5,1.0,1517.253,1969.90851969,1451.43179744
886,cilk,1,1000000,8,5,1.0,503.06,653.142343376,481.236339636
887,cilk,1,1000000,16,5,1.0,365.669,474.762270027,349.805611812
888,cilk,1,1000000,48,5,1.0,179.94,233.623093204,172.133874596
889,sequential,1,1000000,1,5,2.0,19461.061,25267.0516164,18616.8046775
890,pthread,1,1000000,1,5,2.0,19589.271,25433.5116407,18739.4526939
891,pthread,1,1000000,8,5,2.0,2787.381,3618.96505034,2666.45932813
892,pthread,1,1000000,16,5,2.0,1399.525,1817.05768321,1338.81105281
893,pthread,1,1000000,48,5,2.0,760.051,986.80374354,727.078601313
894,openmp,1,1000000,1,5,2.0,1695.089,2200.79990795,1621.55294739
